NPS Mortality CY 2007 to CY 2023 ,,,,,,
Released April 2023,,,,,,
Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
6/21/2020,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
6/22/2020,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
6/23/2020,Mojave National Preserve,Undetermined,Undetermined,Fatal injury,Female,Not Reported
6/23/2020,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
6/23/2020,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
6/24/2020,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Not Reported
6/24/2020,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Not Reported
6/24/2020,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Female,Not Reported
6/25/2020,Colorado National Monument,Fall,Unintentional,Fatal injury,Male,Not Reported
6/25/2020,Whiskeytown National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
6/26/2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65+
6/27/2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
6/27/2020,Great Smoky Mountains National Park,Drowning,Unintentional,Fatal injury,Male,Not Reported
6/30/2020,Zion National Park,Undetermined,Undetermined,Fatal injury,Female,Not Reported
7/1/2020,Glacier National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
7/3/2020,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Female,55-64
7/4/2020,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,55-64
7/6/2020,Gateway National Recreation Area,Medical,Medical,Fatal injury,Male,Not Reported
7/7/2020,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
7/11/2020,Big South Fork National River and Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
7/12/2020,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
7/14/2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
7/15/2020,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,Not Reported
7/18/2020,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
7/18/2020,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
7/20/2020,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Female,25-34
7/24/2020,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/26/2020,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Female,25-34
7/27/2020,Glen Canyon National Recreation Area,Vessel Incident,Unintentional,Fatal injury,Male,Not Reported
7/29/2020,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
7/30/2020,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/1/2020,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/7/2020,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
8/14/2020,Whiskeytown National Recreation Area,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
8/15/2020,Mount Rainier National Park,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
8/16/2020,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Male,15-24
8/16/2020,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Male,15-24
8/16/2020,Great Smoky Mountains National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,Not Reported
8/18/2020,Guadalupe Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
8/19/2020,Mount Rainier National Park,Undetermined,Undetermined,Fatal injury,Male,65+
8/20/2020,Cape Cod National Seashore,Undetermined,Undetermined,Fatal injury,Male,Not Reported
8/27/2020,Coronado National Memorial,Undetermined,Undetermined,Fatal injury,Male,Not Reported
8/29/2020,Glacier National Park,Drowning,Unintentional,Fatal injury,Male,Not Reported
8/31/2020,Shenandoah National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,35-44
9/2/2020,Cape Hatteras National Seashore,Vessel Incident,Unintentional,Fatal injury,Male,65+
9/4/2020,Sequoia & Kings Canyon National Parks,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,45-54
9/4/2020,Sequoia & Kings Canyon National Parks,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
9/5/2020,Joshua Tree National Park,Hyperthermia,Unintentional,Fatal injury,Male,15-24
9/6/2020,Mojave National Preserve,Undetermined,Undetermined,Fatal injury,Male,65+
9/6/2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
9/6/2020,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
9/11/2020,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
9/14/2020,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
9/19/2020,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
9/20/2020,Wrangell - St Elias National Park & Reserve,Wildlife Incident ,Unintentional,Fatal injury,Not Reported,Not Reported
9/20/2020,Hot Springs National Park,Suicide,Intentional,Fatal injury,Female,Not Reported
9/22/2020,Colorado National Monument,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,55-64
9/23/2020,Mount Rainier National Park,Undetermined,Undetermined,Fatal injury,Male,25-34
9/25/2020,Great Smoky Mountains National Park,Medical,Medical,Fatal injury,Male,25-34
9/25/2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
10/4/2020,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,Not Reported
10/4/2020,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
10/4/2020,Glen Canyon National Recreation Area,Fall,Unintentional,Fatal injury,Male,Not Reported
10/5/2020,Harpers Ferry National Historical Park,Suicide,Intentional,Fatal injury,Male,45-54
10/8/2020,Glen Canyon National Recreation Area,Fall,Unintentional,Fatal injury,Male,Not Reported
10/8/2020,Curecanti National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
10/8/2020,Curecanti National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
10/10/2020,Death Valley National Park,Homicide,Intentional,Fatal injury,Male,Not Reported
10/11/2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
10/18/2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
10/24/2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
10/31/2020,Mount Rainier National Park,Suicide,Intentional,Fatal injury,Male,25-34
10/31/2020,Mount Rainier National Park,Suicide,Intentional,Fatal injury,Not Reported,25-34
11/1/2020,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Fatal injury,Female,45-54
11/2/2020,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
11/7/2020,Gulf Islands National Seashore,Suicide,Intentional,Fatal injury,Male,Not Reported
11/8/2020,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
11/9/2020,Kenilworth Park & Aquatic Gardens,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
11/11/2020,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
11/22/2020,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
11/24/2020,Great Smoky Mountains National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
11/29/2020,Channel Islands National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
12/2/2020,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
12/4/2020,Virgin Islands National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
12/6/2020,Shenandoah National Park,Undetermined,Undetermined,Fatal injury,Male,65+
12/10/2020,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
12/27/2020,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
12/29/2020,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,Not Reported
1/1/2021,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
1/1/2021,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Female,65+
1/4/2021,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Male,45-54
1/4/2021,Virgin Islands National Park,Drowning,Unintentional,Fatal Injury,Male,45-54
1/7/2021,Olympic National Park,Suicide,Intentional,Fatal injury,Male,65+
1/9/2021,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,65+
1/9/2021,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
1/10/2021,Colorado National Monument,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
1/11/2021,Colorado National Monument,Suicide,Intentional,Fatal Injury,Male,25-34
1/14/2021,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,25-34
1/14/2021,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
1/15/2021,Christiansted National Historic Site,Undetermined,Undetermined,Fatal injury,Male,Not Reported
1/15/2021,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
1/16/2021,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
1/17/2021,Harpers Ferry National Historical Park,Falling tree/branch,Unintentional,Fatal injury,Female,25-34
1/18/2021,Cape Hatteras National Seashore,Suicide,Intentional,Fatal injury,Female,35-44
1/19/2021,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,Not Reported
1/19/2021,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
1/21/2021,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
1/25/2021,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
1/26/2021,Manassas National Battlefield Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
1/29/2021,Saint Croix National Scenic Riverway,Undetermined,Undetermined,Fatal injury,Female,Not Reported
1/30/2021,Death Valley National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
1/31/2021,Big Thicket National Preserve,Undetermined,Undetermined,Fatal injury,Male,Not Reported
2/2/2021,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,Not Reported
2/4/2021,Fort Dupont Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
2/14/2021,Gulf Islands National Seashore,Undetermined,Undetermined,Fatal injury,Male,45-54
2/15/2021,Clara Barton National Historic Site,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
2/17/2021,Golden Spike National Historical Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
2/18/2021,Zion National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
2/22/2021,Grand Teton National Park,Avalanche,Unintentional,Fatal injury,Male,25-34
2/22/2021,Shenandoah National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
2/24/2021,Saguaro National Park,Undetermined,Undetermined,Fatal injury,Male,65+
2/27/2021,Yosemite National Park,Suicide,Intentional,Fatal injury,Female,45-54
3/2/2021,Whiskeytown National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,Not Reported
3/9/2021,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
3/10/2021,Cuyahoga Valley National Park,Homicide,Intentional,Fatal injury,Not Reported,Not Reported
3/12/2021,Rock Creek Park,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
3/13/2021,Canaveral National Seashore,Undetermined,Undetermined,Fatal injury,Male,Not Reported
3/13/2021,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
3/16/2021,Canaveral National Seashore,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
3/20/2021,Acadia National Park,Fall,Unintentional,Fatal injury,Male,25-34
3/20/2021,Acadia National Park,Fall,Unintentional,Fatal injury,Female,25-34
3/22/2021,Cape Hatteras National Seashore,Medical,Medical,Fatal injury,Male,55-64
3/22/2021,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
3/22/2021,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
3/27/2021,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
3/28/2021,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
3/29/2021,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,45-54
3/29/2021,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
3/31/2021,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,65+
4/6/2021,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
4/7/2021,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
4/8/2021,Big Bend National Park,Undetermined,Undetermined,Fatal injury,Female,45-54
4/20/2021,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
4/21/2021,Lowell National Historical Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
4/22/2021,Yosemite National Park,Suicide,Intentional,Fatal Injury,Male,Not Reported
4/24/2021,Prince William Forest Park,Undetermined,Undetermined,Fatal injury,Male,55-64
4/25/2021,Black Canyon Of The Gunnison National Park,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
4/27/2021,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,35-44
4/27/2021,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
5/1/2021,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,0-14
5/2/2021,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
5/3/2021,Denali National Park & Preserve,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,25-34
5/5/2021,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,25-34
5/7/2021,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
5/11/2021,Zion National Park,Suicide,Intentional,Fatal injury,Male,25-34
5/13/2021,Denali National Park & Preserve,Falling ice ,Unintentional,Fatal injury,Not Reported,Not Reported
5/14/2021,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
5/16/2021,Pinnacles National Park,Undetermined,Undetermined,Fatal injury,Male,65+
5/16/2021,Canaveral National Seashore,Drowning,Unintentional,Fatal injury,Male,Not Reported
5/21/2021,Point Reyes National Seashore,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
5/22/2021,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
5/22/2021,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,Not Reported
5/23/2021,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Female,15-24
5/23/2021,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
5/23/2021,Blue Ridge Parkway,Undetermined,Undetermined,Fatal injury,Male,55-64
5/24/2021,Chattahoochee River National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,35-44
5/24/2021,Cape Hatteras National Seashore,Medical,Medical,Fatal injury,Male,45-54
5/24/2021,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal Injury,Female,Not Reported
5/27/2021,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,65+
5/27/2021,Mississippi National River & Recreation Area,Undetermined,Undetermined,Fatal injury,Female,65+
5/27/2021,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
5/28/2021,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,45-54
5/29/2021,Great Smoky Mountains National Park,Medical,Medical,Fatal injury,Female,45-54
5/29/2021,Glen Canyon National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
5/29/2021,Chattahoochee River National Recreation Area,Undetermined,Undetermined,Fatal Injury,Male,Not Reported
5/31/2021,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,55-64
6/1/2021,Gulf Islands National Seashore,Undetermined,Undetermined,Fatal injury,Male,55-64
6/1/2021,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal Injury,Not Reported,Not Reported
6/4/2021,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
6/5/2021,Zion National Park,Fall,Unintentional,Fatal injury,Female,25-34
